Timestamp,[SECTION A: Basic Information] 1. What is your age?,2. What is your gender?,[SECTION B: Social Media Usage] 3. Which social media platforms do you use regularly? (Select all that apply),4. How many hours do you spend on social media per day?,[SECTION C: Cyberbullying Experience] 5. Have you personally experienced cyberbullying or online harassment on social media?,6. Have you ever witnessed someone being cyberbullied?,"7. Have you ever posted, shared, or sent a message online that could have hurt or offended someone?","8. If yes, what was the main reason for your action?",9. What type of cyberbullying have you experienced or observed? (Select all that apply),10. On which social media platform did the incident occur?,11. How often have you experienced cyberbullying or online harassment?,[SECTION D: Mental Health Impact] 12. Do you think cyberbullying or online harassment affected your mental health?,13. Which of the following did you experience? (Select all that apply),"14. On a scale of 1–5, how severe was the emotional impact?",15. Did you seek help from anyone? (Select all that apply),"[SECTION E: Cyber Law Awareness and Prevention] 16. If you did not report the incident, what was the main reason?",17. In which area did you experience cyberbullying or online harassment?,18. What action did you take after experiencing cyberbullying or online harassment? (Select all that apply)
20-09-2026 20:29,18–22,Male,WhatsApp,Less than 1 hour,No,Yes,Yes,I was angry,Fake Rumors,Others,Sometimes,Not at all,None,1 (Very Low),No,Lack of Awareness,Online Gaming,Ignored it
20-09-2026 20:36,23–30,Female,"Instagram, WhatsApp, YouTube",More than 5 hours,Yes,Yes,No,Not Applicable,Fake Rumors,Facebook,Rarely,Slightly,Stress,4,"Friends, Family",Lack of Awareness,Social Media Community,Told Friends / Family
20-09-2026 21:01,18–22,Male,"Instagram, WhatsApp",More than 5 hours,No,No,No,Not Applicable,Body Shaming,Instagram,Sometimes,Not at all,Anger,1 (Very Low),No,Lack of Awareness,Online Gaming,Ignored it
20-09-2026 21:08,18–22,Female,"WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Body Shaming,WhatsApp,Sometimes,Not at all,None,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,Blocked the user
20-09-2026 21:40,18–22,Non-binary,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,Yes,No,Not Applicable,Threats,WhatsApp,Rarely,Slightly,Anxiety,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,Took No Action
20-09-2026 21:45,18–22,Male,"Instagram, WhatsApp",1–3 hours,Yes,No,No,Not Applicable,Fake Profile,WhatsApp,Rarely,Severely,Stress,1 (Very Low),No,Didn't think it was serious,Other,Blocked the user
20-09-2026 23:32,18–22,Female,WhatsApp,3–5 hours,No,Yes,No,Not Applicable,Hate Speech,YouTube,Never,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,Unknown Stranger,Blocked the user
20-09-2026 23:43,18–22,Male,WhatsApp,More than 5 hours,Yes,Yes,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",WhatsApp,Sometimes,Severely,"Anger, Loss of Confidence",5 (Very High),No,Fear,School / College,Blocked the user
21-09-2026 01:01,23–30,Male,Instagram,3–5 hours,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,Anger,3,Friends,Lack of Awareness,Social Media Community,Took No Action
21-09-2026 01:17,18–22,Male,YouTube,1–3 hours,No,Yes,Yes,Self-defense,Fake Rumors,Instagram,Never,Not at all,Loss of Confidence,2,Family,Lack of Awareness,Friends Circle,Took No Action
21-09-2026 01:45,23–30,Female,"Instagram, WhatsApp",3–5 hours,No,Yes,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,None,3,No,Lack of Awareness,Friends Circle,"Reported the account, Told Friends / Family"
21-09-2026 02:39,41–50,Female,YouTube,More than 5 hours,No,No,No,Not Applicable,Body Shaming,WhatsApp,Never,Slightly,None,3,No,Lack of Awareness,Friends Circle,Blocked the user
21-09-2026 03:01,23–30,Female,Facebook,Less than 1 hour,Yes,Yes,No,Not Applicable,Fake Profile,WhatsApp,Rarely,Severely,Loss of Confidence,4,No,Lack of Awareness,School / College,Told Friends / Family
21-09-2026 03:03,18–22,Male,YouTube,1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,Others,Never,Not at all,None,2,No,Lack of Awareness,Unknown Stranger,Blocked the user
21-09-2026 03:14,18–22,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Offensive Comments,Others,Never,Not at all,None,1 (Very Low),Friends,Lack of Awareness,Social Media Community,Blocked the user
21-09-2026 04:17,18–22,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Hate Speech,YouTube,Never,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,School / College,Took No Action
21-09-2026 04:21,31–40,Female,"WhatsApp, YouTube",More than 5 hours,No,No,No,Not Applicable,Fake Rumors,Others,Never,Not at all,Anxiety,1 (Very Low),No,Lack of Awareness,Unknown Stranger,"Reported the account, Told Friends / Family"
21-09-2026 06:57,18–22,Male,"WhatsApp, YouTube",1–3 hours,No,No,No,Not Applicable,Threats,YouTube,Sometimes,Not at all,Anger,2,No,Didn't think it was serious,Social Media Community,Ignored it
21-09-2026 07:10,18–22,Female,Facebook,3–5 hours,No,Yes,No,Not Applicable,Stalking,Others,Rarely,Slightly,None,3,Family,Lack of Awareness,Unknown Stranger,Ignored it
21-09-2026 08:02,18–22,Female,YouTube,1–3 hours,No,No,No,Not Applicable,Threats,Instagram,Never,Not at all,Anxiety,1 (Very Low),Family,Lack of Awareness,Social Media Community,"Blocked the user, Reported the account, Told Friends / Family"
21-09-2026 08:27,23–30,Prefer not to say,YouTube,3–5 hours,Yes,No,No,Not Applicable,Fake Profile,YouTube,Sometimes,Moderately,"Stress, Depression, Anger",5 (Very High),Psychologist,Privacy Concerns,School / College,Told Friends / Family
21-09-2026 09:31,23–30,Male,"Instagram, WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Threats,Instagram,Rarely,Not at all,None,1 (Very Low),Family,Lack of Awareness,Other,Took No Action
21-09-2026 09:59,23–30,Male,"Instagram, WhatsApp",3–5 hours,No,Yes,No,Not Applicable,Body Shaming,WhatsApp,Never,Slightly,Loss of Confidence,2,No,Lack of Awareness,Social Media Community,Ignored it
21-09-2026 10:05,18–22,Female,Instagram,3–5 hours,Yes,Yes,No,Not Applicable,Offensive Comments,Facebook,Rarely,Slightly,"Stress, Depression, Anger",5 (Very High),Psychologist,Didn't think it was serious,Social Media Community,"Blocked the user, Reported the account"
21-09-2026 10:07,31–40,Female,"Instagram, WhatsApp",1–3 hours,Yes,No,No,Not Applicable,"Body Shaming, Hate Speech, Fake Rumors, Fake Profile",Facebook,Rarely,Not at all,Anger,1 (Very Low),Family,Lack of Awareness,Family,"Blocked the user, Reported the account"
21-09-2026 10:18,18–22,Male,"Instagram, WhatsApp",More than 5 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Never,Not at all,None,1 (Very Low),Friends,Didn't think it was serious,Online Gaming,Ignored it
21-09-2026 10:27,31–40,Male,YouTube,1–3 hours,Yes,Yes,No,Not Applicable,Fake Profile,Facebook,Sometimes,Slightly,None,5 (Very High),No,Didn't know how to report,Social Media Community,"Ignored it, Blocked the user"
21-09-2026 10:43,18–22,Male,Instagram,1–3 hours,Yes,No,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Slightly,"Stress, Depression, Anger",4,Family,Privacy Concerns,Other,Told Friends / Family
21-09-2026 10:55,23–30,Female,WhatsApp,Less than 1 hour,No,Yes,No,Not Applicable,Fake Profile,WhatsApp,Never,Not at all,None,2,Friends,Lack of Awareness,Social Media Community,Blocked the user
21-09-2026 12:25,18–22,Female,Instagram,More than 5 hours,No,Yes,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,None,2,No,Lack of Awareness,School / College,Took No Action
21-09-2026 12:29,18–22,Male,"Instagram, WhatsApp, YouTube",Less than 1 hour,No,No,Yes,Self-defense,Fake Rumors,YouTube,Never,Not at all,Loss of Confidence,1 (Very Low),Family,Didn't think it was serious,Unknown Stranger,Ignored it
21-09-2026 13:45,41–50,Female,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,No,No,Not Applicable,"Fake Rumors, Fake Profile",Others,Rarely,Slightly,Loss of Confidence,1 (Very Low),No,Didn't know how to report,Friends Circle,"Blocked the user, Reported the account"
21-09-2026 13:54,23–30,Female,"WhatsApp, YouTube",1–3 hours,No,Yes,Yes,I did not realize it was harmful,Body Shaming,Instagram,Never,Slightly,None,1 (Very Low),Friends,Lack of Awareness,Social Media Community,Took No Action
21-09-2026 15:38,23–30,Female,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Severely,"Stress, Depression",3,Friends,Didn't think it was serious,School / College,Told Friends / Family
21-09-2026 15:49,23–30,Female,WhatsApp,More than 5 hours,No,Yes,Yes,Peer pressure,Threats,Instagram,Rarely,Not at all,None,3,Friends,Didn't think it was serious,Social Media Community,"Ignored it, Blocked the user"
21-09-2026 18:55,31–40,Female,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,No,No,Not Applicable,"Fake Rumors, Fake Profile",WhatsApp,Sometimes,Slightly,"Stress, Depression, Anger",1 (Very Low),Family,Fear,Social Media Community,"Ignored it, Blocked the user"
21-09-2026 18:56,23–30,Male,"Instagram, WhatsApp, YouTube",More than 5 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Rarely,Not at all,Loss of Confidence,1 (Very Low),Friends,Didn't think it was serious,Friends Circle,"Blocked the user, Reported the account"
21-09-2026 18:58,18–22,Male,YouTube,1–3 hours,No,Yes,Yes,I was angry,Offensive Comments,YouTube,Never,Slightly,Loss of Confidence,3,No,Lack of Awareness,Friends Circle,Ignored it
21-09-2026 19:04,18–22,Female,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Hate Speech,WhatsApp,Sometimes,Not at all,Anger,2,Family,Lack of Awareness,Social Media Community,Blocked the user
21-09-2026 19:57,23–30,Female,Instagram,3–5 hours,No,Yes,Yes,To respond to the person,Offensive Comments,Instagram,Rarely,Not at all,Loss of Confidence,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Took No Action
21-09-2026 20:00,18–22,Male,Others,1–3 hours,No,No,No,Not Applicable,Hate Speech,Others,Never,Not at all,None,2,No,Lack of Awareness,Online Gaming,Took No Action
21-09-2026 20:43,18–22,Male,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Body Shaming,WhatsApp,Very Often,Severely,None,1 (Very Low),Family,Didn't think it was serious,Social Media Community,"Reported the account, Sought Professional Help"
21-09-2026 21:00,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,No,Yes,Other,Stalking,YouTube,Rarely,Severely,Stress,4,"Friends, Family",Didn't think it was serious,Social Media Community,"Reported the account, Told Friends / Family"
21-09-2026 21:21,18–22,Male,"Instagram, WhatsApp, YouTube",More than 5 hours,No,No,Yes,I was angry,Hate Speech,YouTube,Sometimes,Not at all,None,1 (Very Low),No,Didn't think it was serious,School / College,Took No Action
21-09-2026 21:45,18–22,Male,"Instagram, WhatsApp",3–5 hours,No,No,No,Not Applicable,Fake Profile,YouTube,Never,Moderately,None,2,No,Lack of Awareness,School / College,Took No Action
21-09-2026 22:18,18–22,Male,WhatsApp,3–5 hours,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Not at all,Anxiety,1 (Very Low),No,Lack of Awareness,Social Media Community,Took No Action
21-09-2026 22:18,23–30,Female,"Instagram, WhatsApp",3–5 hours,Yes,Yes,Yes,Self-defense,Body Shaming,Facebook,Sometimes,Severely,"Stress, Depression, Anger",2,No,Didn't think it was serious,Social Media Community,Blocked the user
21-09-2026 22:33,18–22,Female,"Instagram, WhatsApp, YouTube",Less than 1 hour,No,No,No,Not Applicable,Fake Rumors,WhatsApp,Rarely,Not at all,None,1 (Very Low),Friends,Lack of Awareness,Social Media Community,Took No Action
21-09-2026 22:46,23–30,Prefer not to say,"Instagram, WhatsApp, YouTube",More than 5 hours,No,Yes,No,Not Applicable,Fake Rumors,YouTube,Rarely,Slightly,Anxiety,1 (Very Low),Friends,Lack of Awareness,Family,Ignored it
22-09-2026 00:01,23–30,Male,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Offensive Comments,Facebook,Never,Moderately,None,1 (Very Low),Family,Lack of Awareness,Social Media Community,Took No Action
22-09-2026 01:14,18–22,Female,"WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Fake Rumors,YouTube,Very Often,Not at all,"Stress, Depression, Loss of Confidence",4,Psychologist,Didn't think it was serious,School / College,"Blocked the user, Reported the account, Told Friends / Family"
22-09-2026 01:36,23–30,Male,"Instagram, WhatsApp",Less than 1 hour,No,Yes,No,Not Applicable,Hate Speech,YouTube,Never,Not at all,Anger,3,No,Lack of Awareness,Unknown Stranger,Ignored it
22-09-2026 03:02,41–50,Male,Instagram,3–5 hours,No,Yes,Yes,Self-defense,Threats,WhatsApp,Sometimes,Not at all,None,1 (Very Low),Friends,Didn't think it was serious,School / College,Took No Action
22-09-2026 03:26,23–30,Male,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Fake Profile,Instagram,Sometimes,Slightly,None,1 (Very Low),No,Didn't think it was serious,Friends Circle,Ignored it
22-09-2026 03:28,23–30,Male,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Threats,YouTube,Rarely,Not at all,None,1 (Very Low),No,Lack of Awareness,School / College,Blocked the user
22-09-2026 03:35,18–22,Male,WhatsApp,3–5 hours,Yes,Yes,No,Not Applicable,"Offensive Comments, Hate Speech, Fake Profile",WhatsApp,Never,Severely,None,2,No,Privacy Concerns,Friends Circle,"Ignored it, Blocked the user"
22-09-2026 04:54,23–30,Male,YouTube,3–5 hours,No,No,No,Not Applicable,Offensive Comments,Facebook,Never,Slightly,None,2,No,Didn't think it was serious,Family,Blocked the user
22-09-2026 05:06,18–22,Female,Others,1–3 hours,Yes,Yes,No,Not Applicable,"Hate Speech, Threats, Fake Rumors, Fake Profile",Facebook,Never,Moderately,"Stress, Depression, Anger",3,Psychologist,Fear,Family,"Reported the account, Told Friends / Family"
22-09-2026 06:38,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,Yes,Yes,Yes,I was angry,Stalking,Instagram,Often,Severely,Loss of Confidence,2,No,Lack of Awareness,Social Media Community,Blocked the user
22-09-2026 07:26,18–22,Male,Facebook,3–5 hours,No,Yes,No,Not Applicable,Offensive Comments,Instagram,Never,Not at all,None,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Ignored it
22-09-2026 07:53,18–22,Male,"Instagram, WhatsApp",More than 5 hours,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Not at all,Loss of Confidence,1 (Very Low),No,Lack of Awareness,Online Gaming,Blocked the user
22-09-2026 08:53,23–30,Female,Instagram,Less than 1 hour,No,Yes,No,Not Applicable,Body Shaming,WhatsApp,Never,Slightly,None,1 (Very Low),No,Lack of Awareness,Social Media Community,"Ignored it, Blocked the user"
22-09-2026 09:27,18–22,Male,Others,3–5 hours,No,No,No,Not Applicable,Body Shaming,Instagram,Rarely,Not at all,None,1 (Very Low),No,Didn't think it was serious,Social Media Community,Ignored it
22-09-2026 09:31,23–30,Male,Others,1–3 hours,Yes,No,No,Not Applicable,Hate Speech,Instagram,Sometimes,Moderately,Anger,5 (Very High),Friends,Privacy Concerns,School / College,Blocked the user
22-09-2026 09:56,18–22,Female,"Instagram, WhatsApp, YouTube",3–5 hours,No,No,No,Not Applicable,Threats,Instagram,Never,Slightly,None,1 (Very Low),No,Lack of Awareness,Social Media Community,Took No Action
22-09-2026 09:57,23–30,Male,WhatsApp,More than 5 hours,No,Yes,Yes,I was angry,Body Shaming,WhatsApp,Never,Not at all,None,1 (Very Low),Family,Lack of Awareness,Online Gaming,"Blocked the user, Reported the account"
22-09-2026 10:09,18–22,Female,WhatsApp,3–5 hours,No,No,No,Not Applicable,Fake Profile,Instagram,Rarely,Not at all,None,1 (Very Low),No,Didn't think it was serious,Unknown Stranger,"Blocked the user, Reported the account"
22-09-2026 10:21,18–22,Female,"WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",Instagram,Often,Slightly,Stress,1 (Very Low),"Friends, Family",Lack of Awareness,School / College,Ignored it
22-09-2026 10:30,18–22,Female,WhatsApp,More than 5 hours,Yes,Yes,Yes,Self-defense,Offensive Comments,Others,Never,Moderately,Loss of Confidence,1 (Very Low),No,Fear,Unknown Stranger,"Ignored it, Blocked the user"
22-09-2026 11:07,18–22,Male,"WhatsApp, YouTube",More than 5 hours,No,Yes,No,Not Applicable,Stalking,Instagram,Never,Not at all,None,2,No,Lack of Awareness,Unknown Stranger,"Blocked the user, Reported the account"
22-09-2026 11:23,18–22,Female,Instagram,3–5 hours,No,Yes,Yes,Self-defense,Fake Profile,WhatsApp,Rarely,Slightly,None,2,No,Didn't think it was serious,Social Media Community,Took No Action
22-09-2026 11:30,23–30,Male,"Instagram, WhatsApp",3–5 hours,No,Yes,No,Not Applicable,Stalking,Instagram,Rarely,Slightly,None,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,"Ignored it, Blocked the user"
22-09-2026 11:33,18–22,Female,"Instagram, WhatsApp, YouTube",More than 5 hours,Yes,No,No,Not Applicable,Stalking,Others,Rarely,Not at all,None,5 (Very High),Family,Lack of Awareness,Unknown Stranger,"Reported the account, Told Friends / Family"
22-09-2026 12:20,18–22,Female,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Fake Profile,WhatsApp,Sometimes,Slightly,Loss of Confidence,3,Psychologist,Lack of Awareness,Online Gaming,"Blocked the user, Reported the account"
22-09-2026 13:13,18–22,Male,"WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Never,Not at all,Anxiety,1 (Very Low),Friends,Lack of Awareness,Online Gaming,"Blocked the user, Reported the account, Told Friends / Family"
22-09-2026 13:48,31–40,Male,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,Stalking,Instagram,Sometimes,Moderately,Anxiety,3,Family,Didn't think it was serious,Social Media Community,Blocked the user
22-09-2026 14:51,18–22,Male,Instagram,3–5 hours,No,Yes,No,Not Applicable,Body Shaming,WhatsApp,Never,Not at all,Loss of Confidence,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Ignored it
22-09-2026 14:52,18–22,Male,Facebook,3–5 hours,Yes,Yes,No,Not Applicable,Hate Speech,Instagram,Rarely,Slightly,Anxiety,4,Psychologist,Didn't know how to report,Social Media Community,"Ignored it, Blocked the user"
22-09-2026 15:26,18–22,Male,YouTube,1–3 hours,Yes,No,No,Not Applicable,Fake Rumors,Others,Often,Moderately,None,4,Friends,Lack of Awareness,Unknown Stranger,"Reported the account, Told Friends / Family"
22-09-2026 16:19,18–22,Male,WhatsApp,1–3 hours,Yes,No,No,Not Applicable,"Fake Rumors, Fake Profile",Instagram,Sometimes,Not at all,"Stress, Depression, Anger",4,No,Didn't know how to report,Social Media Community,Told Friends / Family
22-09-2026 16:47,18–22,Female,"Instagram, WhatsApp",More than 5 hours,No,No,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Slightly,Loss of Confidence,1 (Very Low),No,Lack of Awareness,Social Media Community,"Blocked the user, Reported the account"
22-09-2026 17:04,18–22,Female,"Instagram, WhatsApp, YouTube, Others",1–3 hours,Yes,No,No,Not Applicable,Hate Speech,Instagram,Never,Moderately,Loss of Confidence,3,Psychologist,Lack of Awareness,Family,Told Friends / Family
22-09-2026 17:22,31–40,Female,Others,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,YouTube,Never,Not at all,Anger,1 (Very Low),Friends,Didn't think it was serious,Family,Ignored it
22-09-2026 17:22,31–40,Male,WhatsApp,More than 5 hours,No,Yes,No,Not Applicable,Fake Profile,YouTube,Never,Not at all,Anger,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,Blocked the user
22-09-2026 17:27,18–22,Female,Facebook,1–3 hours,Yes,Yes,No,Not Applicable,"Body Shaming, Hate Speech, Fake Rumors, Fake Profile",Instagram,Rarely,Not at all,"Stress, Depression",4,"Friends, Family",Fear,Online Gaming,Took No Action
22-09-2026 18:03,31–40,Female,"Instagram, WhatsApp, YouTube",3–5 hours,No,Yes,Yes,Self-defense,Stalking,Instagram,Rarely,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,Unknown Stranger,Blocked the user
22-09-2026 18:04,18–22,Female,Others,More than 5 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Never,Not at all,Loss of Confidence,3,Family,Lack of Awareness,Other,"Blocked the user, Reported the account"
22-09-2026 18:12,41–50,Female,Instagram,1–3 hours,Yes,Yes,No,Not Applicable,"Hate Speech, Threats, Fake Rumors, Fake Profile",Others,Very Often,Slightly,"Stress, Depression, Anger",3,Friends,Privacy Concerns,Other,Blocked the user
22-09-2026 18:16,18–22,Male,"Instagram, WhatsApp",3–5 hours,No,No,Yes,Self-defense,Threats,Instagram,Rarely,Not at all,Anger,1 (Very Low),Friends,Didn't think it was serious,Social Media Community,Blocked the user
22-09-2026 18:27,18–22,Female,"WhatsApp, YouTube",1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,YouTube,Never,Slightly,None,1 (Very Low),No,Didn't think it was serious,Social Media Community,Ignored it
22-09-2026 18:49,18–22,Female,YouTube,1–3 hours,No,Yes,No,Not Applicable,Offensive Comments,WhatsApp,Rarely,Not at all,None,2,Friends,Lack of Awareness,School / College,Ignored it
22-09-2026 20:41,23–30,Female,"WhatsApp, YouTube",3–5 hours,Yes,Yes,No,Not Applicable,Fake Rumors,WhatsApp,Often,Moderately,"Stress, Depression, Loss of Confidence",1 (Very Low),"Friends, Family",Privacy Concerns,Family,"Reported the account, Told Friends / Family"
22-09-2026 21:02,23–30,Female,Instagram,3–5 hours,No,Yes,Yes,Self-defense,Body Shaming,Instagram,Rarely,Not at all,None,3,Family,Didn't think it was serious,Online Gaming,"Blocked the user, Reported the account"
22-09-2026 21:04,18–22,Male,"Instagram, WhatsApp, YouTube, Others",3–5 hours,No,No,No,Not Applicable,Fake Rumors,Instagram,Rarely,Slightly,Anxiety,2,No,Lack of Awareness,Family,Blocked the user
22-09-2026 21:15,18–22,Female,Others,1–3 hours,Yes,Yes,No,Not Applicable,"Offensive Comments, Hate Speech, Fake Profile",WhatsApp,Rarely,Slightly,Anxiety,5 (Very High),"Friends, Psychologist",Fear,Unknown Stranger,Took No Action
22-09-2026 22:20,18–22,Male,Facebook,3–5 hours,Yes,No,No,Not Applicable,Body Shaming,Instagram,Rarely,Moderately,"Stress, Depression, Loss of Confidence",2,"Friends, No",Lack of Awareness,Family,"Reported the account, Told Friends / Family"
22-09-2026 22:21,18–22,Male,Facebook,1–3 hours,Yes,No,No,Not Applicable,Fake Profile,Instagram,Often,Moderately,None,4,Psychologist,Lack of Awareness,Social Media Community,Told Friends / Family
22-09-2026 22:23,18–22,Male,"Instagram, WhatsApp",1–3 hours,No,No,No,Not Applicable,Body Shaming,WhatsApp,Never,Not at all,None,1 (Very Low),No,Didn't think it was serious,Friends Circle,Blocked the user
22-09-2026 22:54,23–30,Non-binary,"Instagram, WhatsApp",1–3 hours,No,No,No,Not Applicable,Hate Speech,WhatsApp,Never,Moderately,Anxiety,1 (Very Low),No,Didn't think it was serious,Online Gaming,Took No Action
23-09-2026 00:58,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Body Shaming,Instagram,Rarely,Moderately,"Stress, Depression, Loss of Confidence",1 (Very Low),Psychologist,Fear,Family,"Ignored it, Blocked the user"
23-09-2026 01:36,41–50,Female,Facebook,1–3 hours,Yes,No,No,Not Applicable,"Offensive Comments, Body Shaming, Fake Rumors",YouTube,Very Often,Severely,Loss of Confidence,2,Psychologist,Lack of Awareness,Social Media Community,"Reported the account, Told Friends / Family"
23-09-2026 01:54,23–30,Non-binary,WhatsApp,3–5 hours,No,No,Yes,I did not realize it was harmful,Fake Rumors,Facebook,Never,Slightly,Anxiety,2,Friends,Didn't think it was serious,School / College,Took No Action
23-09-2026 01:57,18–22,Female,"Instagram, WhatsApp, YouTube",1–3 hours,Yes,Yes,No,Not Applicable,Hate Speech,Instagram,Often,Severely,Loss of Confidence,4,No,Privacy Concerns,Unknown Stranger,"Ignored it, Blocked the user"
23-09-2026 03:23,18–22,Male,"Instagram, WhatsApp, YouTube",3–5 hours,No,Yes,Yes,Self-defense,Stalking,Instagram,Never,Slightly,None,1 (Very Low),No,Didn't think it was serious,Family,"Blocked the user, Reported the account"
23-09-2026 03:36,31–40,Female,WhatsApp,1–3 hours,Yes,No,Yes,I was angry,Fake Profile,YouTube,Often,Not at all,"Stress, Depression",3,No,Lack of Awareness,Social Media Community,Ignored it
23-09-2026 04:22,23–30,Female,"Instagram, WhatsApp",1–3 hours,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Slightly,Anxiety,1 (Very Low),Family,Lack of Awareness,Unknown Stranger,Took No Action
23-09-2026 04:45,18–22,Male,WhatsApp,3–5 hours,Yes,Yes,No,Not Applicable,Offensive Comments,Others,Rarely,Severely,"Anger, Loss of Confidence",3,No,No reason,Unknown Stranger,Blocked the user
23-09-2026 05:08,41–50,Female,Facebook,3–5 hours,No,Yes,No,Not Applicable,Fake Profile,Instagram,Rarely,Not at all,None,2,Friends,Didn't think it was serious,Friends Circle,"Ignored it, Blocked the user"
23-09-2026 05:40,18–22,Male,"WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Fake Profile,Instagram,Never,Not at all,None,3,No,Didn't think it was serious,School / College,Blocked the user
23-09-2026 05:44,18–22,Female,WhatsApp,3–5 hours,Yes,Yes,Yes,To respond to the person,"Offensive Comments, Body Shaming, Fake Rumors",YouTube,Never,Moderately,"Stress, Depression",4,Family,Didn't think it was serious,School / College,Blocked the user
23-09-2026 05:54,18–22,Female,Instagram,3–5 hours,No,Yes,No,Not Applicable,Hate Speech,WhatsApp,Rarely,Not at all,Loss of Confidence,1 (Very Low),Friends,Lack of Awareness,Friends Circle,"Reported the account, Told Friends / Family"
23-09-2026 06:34,18–22,Male,YouTube,1–3 hours,No,Yes,No,Not Applicable,Hate Speech,Instagram,Sometimes,Not at all,None,1 (Very Low),No,Lack of Awareness,Unknown Stranger,Took No Action
23-09-2026 07:21,18–22,Female,WhatsApp,1–3 hours,No,Yes,No,Not Applicable,Body Shaming,Instagram,Never,Not at all,None,2,Family,Lack of Awareness,Friends Circle,"Blocked the user, Reported the account, Told Friends / Family"
23-09-2026 07:30,18–22,Male,"WhatsApp, YouTube",3–5 hours,No,Yes,No,Not Applicable,Fake Rumors,Instagram,Never,Slightly,None,3,No,Didn't think it was serious,Family,"Blocked the user, Reported the account"
23-09-2026 07:49,18–22,Male,WhatsApp,More than 5 hours,No,No,No,Not Applicable,Fake Profile,Instagram,Sometimes,Not at all,Anger,1 (Very Low),No,Didn't think it was serious,Social Media Community,Blocked the user
23-09-2026 10:03,18–22,Male,"Instagram, WhatsApp",3–5 hours,No,Yes,Yes,Self-defense,Fake Profile,Others,Never,Slightly,None,2,Family,Lack of Awareness,Unknown Stranger,Took No Action
23-09-2026 10:46,18–22,Female,"Instagram, WhatsApp",3–5 hours,No,No,No,Not Applicable,Body Shaming,YouTube,Sometimes,Not at all,Anger,1 (Very Low),Friends,Didn't think it was serious,Family,Blocked the user
23-09-2026 11:18,41–50,Female,YouTube,More than 5 hours,No,No,No,Not Applicable,Fake Rumors,Instagram,Never,Not at all,Anxiety,1 (Very Low),No,Lack of Awareness,School / College,Ignored it
23-09-2026 11:26,41–50,Female,"Instagram, WhatsApp, YouTube, Others",1–3 hours,No,No,No,Not Applicable,Offensive Comments,Instagram,Rarely,Slightly,None,2,No,Lack of Awareness,Family,Took No Action
